asset_id,file_path,asset_type,source_tool,source_url,author,license,generated_date,prompt_file,modified_by,notes
hull_panels_ao_tex,assets/imported/textures/hull/hull_panels_ao.png,raster_texture,tools/derive-maps.py,,session principale (derive),proprietary-internal,2026-07-21,docs/decisions/ADR-0013-textures-deverrouillees.md,session principale,"Derive de texture_hull_panels_seamless_2048.png — occlusion approchee. Donne du RELIEF aux coques de chasseur, que la seule carte de multiplication ne pouvait pas produire."
brief_0034_comparaison_dessus,docs/forge/output/BRIEF-0034-comparaison-vue-de-dessus.png,render,"asset-forge (Blender 4.5.11, tools/render-hull.py)",,asset-forge (Claude),proprietary-internal,2026-07-21,docs/forge/briefs/BRIEF-0034-specter-9-plan-fuselage-porteur.md,,"Planche de verification exigee par BRIEF-0034 et par ADR-0014 (Conclusion de methode) : vue de dessus de la planche de reference, du Specter-9 livre et du Specter-9 d avant, a la MEME HAUTEUR. Le panneau de gauche est un recadrage de assets/reference/inspiration/reference_specter_9_design_sheet.png (asset TIERS, reference-only, ADR-0009/ADR-0014) : il herite du meme statut et ne doit pas etre distribue. Les deux autres panneaux sont des rendus Cycles produits par tools/render-hull.py sur les .glb du depot."
brief_0035_aplat_noir,docs/forge/output/BRIEF-0035-aplat-noir-avant-apres.png,render,"asset-forge (Blender 4.5.11, Cycles orthographique)",,asset-forge (Claude),proprietary-internal,2026-07-21,docs/forge/briefs/BRIEF-0035-specter-9-volumes-separes-ailes-mobiles.md,,"LE critere d acceptation n 1 de BRIEF-0035 : aplat noir sur fond blanc, vue de dessus orthographique, materiau d emission noir pur, view transform Standard (l AgX par defaut de Blender 4.x mappe le blanc a ~0.75 et donnerait un fond gris). Trois panneaux : AVANT (le .glb de BRIEF-0034, restaure depuis l objet Git LFS 620aa13f, un triangle plein), APRES ailes deployees, APRES a 26 deg de fleche. Le blanc penetre en trois endroits par cote. Rendus produits a partir des .glb du depot uniquement : aucun asset tiers, aucune image de reference n entre dans cette planche (contrairement a BRIEF-0034-comparaison-vue-de-dessus.png, qui elle contient un recadrage de planche tierce)."
brief_0035_lisibilite,docs/forge/output/BRIEF-0035-lisibilite-vue-de-jeu.png,render,"asset-forge (Blender 4.5.11, tools/render-hull.py)",,asset-forge (Claude),proprietary-internal,2026-07-21,docs/forge/briefs/BRIEF-0035-specter-9-volumes-separes-ailes-mobiles.md,,"Verdict de lisibilite exige par BRIEF-0035 : vue game (70 deg au-dessus du plan, camera reelle de scenes/gameplay/graybox.tscn), recadree sur la coque puis reduite a 48, 64 et 96 px de large, avant et apres. Sert a juger si les echancrures cassent la lecture a la taille reelle du joueur. Verdict et arbitrage proposes au paragraphe 5 de docs/forge/output/BRIEF-0035-report.md. Rendus produits a partir des .glb du depot uniquement."
brief_0035_planche_4_vues,docs/forge/output/BRIEF-0035-planche-4-vues.png,render,"asset-forge (Blender 4.5.11, tools/render-hull.py)",,asset-forge (Claude),proprietary-internal,2026-07-21,docs/forge/briefs/BRIEF-0035-specter-9-volumes-separes-ailes-mobiles.md,,"Planche de controle du Specter-9 apres BRIEF-0035 (ADR-0006 : un livrable de la forge n est pas valide tant qu il n a pas ete rendu et regarde). Quatre vues : game, dessus, profil, trois-quarts. Rendu Cycles sur fond spatial du jeu (#070A12). Produit a partir du .glb du depot uniquement."
brief_0036_aplat_noir,docs/forge/output/BRIEF-0036-aplat-noir-deux-fleches.png,render,"asset-forge (Blender 4.5.11, Cycles orthographique)",,asset-forge (Claude),proprietary-internal,2026-07-21,docs/forge/briefs/BRIEF-0036-specter-9-emplanture-fixe.md,,"Preuve de non-regression exigee par BRIEF-0036 : aplat noir sur fond blanc, vue de dessus orthographique, materiau d emission noir pur, view transform Standard (l AgX par defaut de Blender 4.x mappe le blanc a ~0.75 et donnerait un fond gris). Trois panneaux : AVANT (le .glb de BRIEF-0035, restaure depuis l objet Git LFS f1f21f07 — aile detachee au-dessus d une fente), APRES ailes deployees, APRES a 26 deg de fleche. Montre a la fois que la racine d aile ne laisse plus passer de fond a aucune des deux flechees ET que les echancrures fuselage/nacelle de BRIEF-0035 sont intactes (contour non convexe). Rendus produits a partir des .glb du depot uniquement : aucun asset tiers."
brief_0036_jonction,docs/forge/output/BRIEF-0036-jonction-aile-coque.png,render,"asset-forge (Blender 4.5.11, Cycles)",,asset-forge (Claude),proprietary-internal,2026-07-21,docs/forge/briefs/BRIEF-0036-specter-9-emplanture-fixe.md,,"Gros plan de la jonction aile/coque a 30 deg de la verticale, trois panneaux : BRIEF-0035 (la lame pend a cote du fuseau, tenue par une chape visible au-dessus du vide), BRIEF-0036 ailes deployees (l aile sort de l emplanture fixe), BRIEF-0036 a 26 deg de fleche (la lame vient se ranger contre l emplanture, racine enfouie). Rendus produits a partir des .glb du depot uniquement."
brief_0036_planche_deux_fleches,docs/forge/output/BRIEF-0036-planche-deux-fleches.png,render,"asset-forge (Blender 4.5.11, tools/render-hull.py)",,asset-forge (Claude),proprietary-internal,2026-07-21,docs/forge/briefs/BRIEF-0036-specter-9-emplanture-fixe.md,,"Planche de controle aux DEUX EXTREMES de fleche (ADR-0006 : un livrable de la forge n est pas valide tant qu il n a pas ete rendu et regarde ; et une pose fixe ne prouve rien sur une piece mobile). Deux planches de quatre vues (game, dessus, profil, trois-quarts) : ailes deployees a gauche, 26 deg de fleche a droite. Rendu Cycles sur fond spatial du jeu (#070A12), produit a partir du .glb du depot uniquement."
brief_0036_lisibilite,docs/forge/output/BRIEF-0036-lisibilite-vue-de-jeu.png,render,"asset-forge (Blender 4.5.11, tools/render-hull.py)",,asset-forge (Claude),proprietary-internal,2026-07-21,docs/forge/briefs/BRIEF-0036-specter-9-emplanture-fixe.md,,"Verdict de lisibilite exige par BRIEF-0036 : vue game (70 deg au-dessus du plan, camera reelle de scenes/gameplay/graybox.tscn), MEME cadrage monde pour les trois colonnes (BRIEF-0035, BRIEF-0036 deploye, BRIEF-0036 a 26 deg), reduite a 48, 64 et 96 px de large (lignes). Sert a trancher la question laissee ouverte par BRIEF-0035 : le feu d emplanture cyan devient superflu, l emplanture fixe rattache la lame a la coque a la source. Rendus produits a partir des .glb du depot uniquement."
pale_leviathan_phases_sheet,assets/reference/concepts/pale_leviathan_phases_sheet.png,concept-art,ChatGPT imagegen (OpenAI),,tiers (genere IA),proprietary-internal,2026-07-23,docs/design/BOSS_PALE_LEVIATHAN.md,,"Planche annotee des 4 phases du boss final (INTACT FORM / CORE EXPOSED / SPIKE DETACHMENT / FINAL SKELETON), avec echelle 2,5 m / 14 m. Legendes lisibles. Palette Null Choir verifiee : 0 pct de cyan, corail ou orange."
pale_leviathan_core_states_sheet,assets/reference/concepts/pale_leviathan_core_states_sheet.png,concept-art,ChatGPT imagegen (OpenAI),,tiers (genere IA),proprietary-internal,2026-07-23,docs/design/BOSS_PALE_LEVIATHAN.md,,"Planche annotee des etats du noyau (CLOSED CORE / VORTEX OPEN / INNER SHAFT) et des pieces (ARMOR PLATE / GRAVITIC NODE / DETACHED SPIKE). Introduit le terme OFFSET GATE, qui nomme la mecanique de la phase 4."
pale_leviathan_parts_sheet,assets/reference/concepts/pale_leviathan_parts_sheet.png,concept-art,ChatGPT imagegen (OpenAI),,tiers (genere IA),proprietary-internal,2026-07-23,docs/design/BOSS_PALE_LEVIATHAN.md,,"Planche annotee : 4 vues orthographiques + eclate des pieces animables, nommees selon le contrat 9.3 du document de conception. Entree directe de la reforge Blender. Deux erreurs de legende signalees : 3e segment d epine note SPIKE MID au lieu de TIP, et les 4 vues cotees 14,0 m dont la vue de face qui fait 11 m."
leviathan_scales_height_src,assets/source/textures/leviathan/leviathan_scales_height.png,raster_texture,ChatGPT imagegen (OpenAI),,tiers (genere IA),proprietary-internal,2026-07-23,docs/design/BOSS_PALE_LEVIATHAN.md,,"Carte de hauteur N&B repetable — ecailles blindees du boss final. Periode mesuree par autocorrelation : 0,99 m (demande 1,10 m). Tuilage natif 4,2 / 5,3 pct : exige --fix-tiling 48 a la derivation."
leviathan_greebles_height_src,assets/source/textures/leviathan/leviathan_greebles_height.png,raster_texture,ChatGPT imagegen (OpenAI),,tiers (genere IA),proprietary-internal,2026-07-23,docs/design/BOSS_PALE_LEVIATHAN.md,,"Carte de hauteur N&B repetable — encombrement mecanique organique. Conduits de 55 a 70 cm (demande 25 cm : plus gros, donc du bon cote face au post-process retro). Tuilage natif 8,3 / 10,3 pct : exige --fix-tiling 40. RESERVE : bande miroir detectable sur planche contact plate, a reverifier en jeu."
leviathan_cracks_mask_src,assets/source/textures/leviathan/leviathan_cracks_mask.png,raster_texture,ChatGPT imagegen (OpenAI),,tiers (genere IA),proprietary-internal,2026-07-23,docs/design/BOSS_PALE_LEVIATHAN.md,,"Masque N&B repetable — reseau de craquelures emissives du noyau. Franchement bimodal, comme exige. Tuilage natif 6,6 / 3,4 pct : exige --fix-tiling 48 ; le reseau irregulier absorbe la bande."
leviathan_damage_mask_src,assets/source/textures/leviathan/leviathan_damage_mask.png,raster_texture,ChatGPT imagegen (OpenAI),,tiers (genere IA),proprietary-internal,2026-07-23,docs/design/BOSS_PALE_LEVIATHAN.md,,"Masque N&B progressif — endommagement revele par health_ratio(). Seul livrable a passer le tuilage sans rattrapage : 1,8 / 2,2 pct."
leviathan_core_albedo_src,assets/source/textures/leviathan/leviathan_core_albedo.png,raster_texture,ChatGPT imagegen (OpenAI),,tiers (genere IA),proprietary-internal,2026-07-23,docs/design/BOSS_PALE_LEVIATHAN.md,,"Carte d albedo COULEUR de la croute du noyau — premiere carte coloree du projet (ADR-0013 par. 3). Palette verifiee pixel par pixel : 61 pct violet, 39 pct magenta, 0 pct de cyan, corail ou orange. Tuilage 3,0 / 3,0 pct sans rattrapage. Ne passe PAS par derive-maps : ce n est pas une hauteur."
maw_tunnel_wall_height_src,assets/source/textures/leviathan/maw_tunnel_wall_height.png,raster_texture,ChatGPT imagegen (OpenAI),,tiers (genere IA),proprietary-internal,2026-07-23,docs/design/BOSS_PALE_LEVIATHAN.md,,"Carte de hauteur N&B repetable — paroi interieure du puits de la phase 4. Periode mesuree : 0,82 m (demande 0,80 m). Tuilage natif 4,5 / 11,9 pct sur l axe vertical : exige --fix-tiling 48. RESERVE : le motif est nativement symetrique gauche-droite (le brief demandait des anneaux irreguliers)."
maw_vortex_color_src,assets/source/vfx/maw/maw_vortex_color.png,raster_texture,ChatGPT imagegen (OpenAI),,tiers (genere IA),proprietary-internal,2026-07-23,docs/design/BOSS_PALE_LEVIATHAN.md,,"Carte polaire couleur de l entonnoir gravitique, sur fond noir pur ; destinee a etre tournee par shader. Palette verifiee : 58 pct violet, 42 pct magenta, 0 pct de cyan, corail ou orange. Detourage valide par bg-key-alpha --mode black --lo 6 --hi 50, sans residu sur la couleur d espace."
nebula_leviathan_arena_src,assets/source/backgrounds/raster/nebula_leviathan_arena.png,raster_texture,ChatGPT imagegen (OpenAI),,tiers (genere IA),proprietary-internal,2026-07-23,docs/design/BOSS_PALE_LEVIATHAN.md,,"Landmark peint de l arene du boss final, sur fond noir pur ; billboard derriere le plan de jeu (registre BRIEF-0028). Tres sombre (99e centile a 0,31) : ne se battra pas avec les projectiles. Detourage valide par bg-key-alpha --mode black --lo 4 --hi 40."
brief_0040_planche_quatre_vues,docs/forge/output/BRIEF-0040-planche-quatre-vues.png,render,"asset-forge (Blender 4.5.11, tools/render-hull.py)",,asset-forge (Claude),proprietary-internal,2026-07-23,docs/forge/briefs/BRIEF-0040-pale-leviathan-reforge.md,,"Planche de recette au repos du Pale Leviathan reforge (ADR-0006 : un livrable de la forge n est pas valide tant qu il n a pas ete rendu et regarde). Quatre vues Cycles sur le fond spatial du jeu (#070A12) : game (20 deg de la verticale, l angle reel de la camera), dessus, profil, trois-quarts. Trois iterations de plan sont sorties de cette planche : croute du noyau portee de 42 a 78 pct (il lisait comme une ampoule), magenta des contremarches ramene de 1 tuile sur 2 a 1 sur 4 (confettis), et dard rendu fourchu (la pointe unique lisait comme une soucoupe). Produite a partir du .glb du depot uniquement."
brief_0040_poses_de_recette,docs/forge/output/BRIEF-0040-poses-de-recette.png,render,"asset-forge (Blender 4.5.11, Cycles, pose script)",,asset-forge (Claude),proprietary-internal,2026-07-23,docs/forge/briefs/BRIEF-0040-pale-leviathan-reforge.md,,"Preuve visuelle exigee par BRIEF-0040 : une pose fixe ne prouve rien sur une piece mobile. Quatre panneaux, poses aux amplitudes du combat. 1/ repos vue de dessus (le noyau bouche la gueule). 2/ Maw_Lip a 90 deg, maillage Core masque, VUE DE DESSUS (l angle de la camera de jeu) : le puits est entierement degage, les cinq anneaux se lisent en enfilade et le Heart brille au fond, dans l axe. 3/ Shell_Crescent a 65 deg, profil : la coquille se cabre sans qu un point ne plonge vers la coque. 4/ Plate_01..04 a -80 deg, trois-quarts : les plaques se dressent vers l exterieur sans se mordre. Produite a partir du .glb du depot uniquement."
choir_mine_hull,assets/imported/models/ships/choir_mine.glb,model3d,"asset-forge (Blender 4.5.11, script)",,asset-forge (Claude),proprietary-internal,2026-08-25,docs/forge/briefs/BRIEF-0042-choir-mine-hull.md,asset-forge (Claude),"Coque 3D de la Choir Mine (mine stationnaire ; premiere unite non-vaisseau du jeu). Generee par tools/blender/build_choir_mine.py via le kit tools/blender/lib/aegis_kit.py reutilise SANS modification (le script est la source ; ADR-0008 : aucun .blend versionne). Design d apres assets/reference/concepts/null_choir_enemy_families_sheet.png troisieme cellule : disque radial trapu / noyau central a gradins concentriques / couronne de 11 modules peripheriques / une pointe unique posee sur -Y. Mesures reelles relevees sur le .glb : 6232 triangles (budget 7000) 7371 sommets bbox Godot 1.1500 x 0.5020 x 1.1500 m (hauteur = 43.7 % du diametre ; derogation assumee a la regle 15-25 % d ADR-0008 et demandee par le brief) pivot centre (+0.0000 +0.0210 +0.0000). Les 7 materiaux PBR par facteurs (palette antagoniste Choeur Nul) repartis en AIRE VUE PAR LA CAMERA DE JEU : Greeble 37.7 % / Hull 30.1 % / Panel 18.4 % / Emissive_Engine 7.0 % / Trim 5.3 % / Glass 1.3 % / Marking 0.2 %. UV + tangentes presentes sur 7/7 maillages. 1 point d attache : Muzzle_C (0.0000 +0.2000 0.0000) au coeur du noyau ; AUCUN Engine_C (une mine n a pas de moteur). 6 pieces mobiles Segment_01..06 avec pivot au bord interieur de chaque plaque (rayon 0.262 m ; 0.148 m au-dessus du plan) ; debattement mecanique REMESURE a chaque build sur le maillage livre : 56 deg avant auto-intersection (marge 12.9 mm a 45 deg). Build deterministe : deux executions successives donnent sha256 eac2f025c84bd61662a582cc18e7947cf2304ac84bf3441ab95e3c0a6f6a4d4d. Rendu et regarde (tools/render-hull.py + planche de poses ouvertes). Creation originale ; aucun element de licence tierce. REGENEREE PAR BRIEF-0084 (correctif de ak.inset_panel dans le kit ; aucune retouche de forme). Le kit passe en 1.1.0 : inset_panel() met desormais a jour les normales (bm.normal_update()) avant bmesh.ops.inset_region, qui lisait des normales nulles sur un maillage frais et ne creusait donc RIEN — seul le materiau changeait. Les panneaux enfonces de cette coque existent en geometrie pour la premiere fois. Silhouette inchangee : bounding box et pivot identiques au 1/10 de mm, contrat de noms (nœuds, parents, positions monde) diff VIDE, aucune piece renommee ni reparentee. Trois executions byte-identiques. Rendu et regarde a l angle de la camera de jeu sur fond noir : docs/forge/output/BRIEF-0084-revue-avant-apres.png et BRIEF-0084-revue-zoom-avant-apres.png. Mesures et methode : docs/forge/output/BRIEF-0084-report.md. Garde-fou de triangles du script releve de 6 000 a 7 000 (BRIEF-0084) : la mine passe a 6 232 triangles une fois ses panneaux reellement creuses ; le plafond normatif de la classe ennemi leger reste 12 000 (ADR-0011). Aucun detail n a ete retire pour rentrer dans l ancien chiffre."
brief_0042_planche_quatre_vues,docs/forge/output/BRIEF-0042-planche-quatre-vues.png,render,"asset-forge (Blender 4.5.11, tools/render-hull.py)",,asset-forge (Claude),proprietary-internal,2026-08-23,docs/forge/briefs/BRIEF-0042-choir-mine-hull.md,,Planche de recette au repos de la Choir Mine (ADR-0006 : un livrable de la forge n est pas valide tant qu il n a pas ete rendu et regarde). Quatre vues Cycles CPU : jeu (20 deg de la verticale) / dessus / profil / trois-quarts. Sert a juger la lecture OBJET et la place de l emissif sur les surfaces superieures.
brief_0042_poses_segments_ouverts,docs/forge/output/BRIEF-0042-poses-segments-ouverts.png,render,"asset-forge (Blender 4.5.11, Cycles, script de pose)",,asset-forge (Claude),proprietary-internal,2026-08-23,docs/forge/briefs/BRIEF-0042-choir-mine-hull.md,,Preuve visuelle exigee par le brief : une pose fixe ne prouve rien sur une piece articulee. Quatre panneaux poses avec la convention exacte de scripts/enemies/enemy_pose.gd. 1/ repos 0 deg vue jeu. 2/ ouverte 45 deg vue jeu (reglage recommande). 3/ ouverte 56 deg de dessus (limite mecanique mesuree). 4/ ouverte 56 deg trois-quarts. Aucune plaque ne traverse sa voisine ni le noyau.
null_maw_hull,assets/imported/models/ships/null_maw.glb,model3d,"asset-forge (Blender 4.5.11, script)",,asset-forge (Claude),proprietary-internal,2026-08-25,docs/forge/briefs/BRIEF-0043-null-maw-hull.md,asset-forge (Claude),"Coque 3D du Null Maw (unite a corolle articulee et anneau d accretion ; variante de famille de la Choir Mine). Generee par tools/blender/build_null_maw.py via le kit tools/blender/lib/aegis_kit.py reutilise SANS modification (le script est la source ; ADR-0008 : aucun .blend versionne). Design ORIGINAL : la planche assets/reference/concepts/null_choir_enemy_families_sheet.png troisieme cellule n a servi que de vocabulaire de famille (plaques concentriques, carapace ivoire, fissures magenta rayonnantes), le volume s en ecarte sur les quatre lignes du tableau du brief. Mesures reelles relevees sur le .glb : 6830 triangles (budget 7000) 7722 sommets bbox Godot 1.4537 x 0.4235 x 1.4499 m (hauteur dans la fourchette 0.35-0.45 imposee par le brief ; derogation assumee a la regle de hauteur d ADR-0008) pivot centre (-0.00003 +0.0618 +0.0001). ATTENTION : les cinq pointes visent 22 96 155 265 et 321 deg donc aucune n est alignee sur un axe — la bbox axiale vaut 1.4537 m mais le DIAMETRE CIRCONSCRIT au repos vaut 1.580 m ; c est ce dernier qui vaut pour une hitbox. Le centre est un percement REEL et TRAVERSANT (rayon 0.160 m au plus etroit) et non un noyau : aucune matiere a moins de 124 mm de l axe au repos, 160 mm a 45 deg. Les 7 materiaux PBR par facteurs (palette antagoniste Choeur Nul) repartis en AIRE : Greeble 47.2 % / Panel 23.8 % / Hull 11.7 % / Trim 9.1 % / Emissive_Engine 4.1 % / Glass 3.9 % / Marking 0.2 %. UV + tangentes presentes sur 36/36 primitives (box_project_uv a 4.0 tuiles/m comme la Choir Mine et le Specter-9 ; la passe de triangulation des n-gons est indispensable sinon l exporteur abandonne silencieusement les tangentes — defaut mesure puis corrige en cours de brief). 1 point d attache : Muzzle_C (0 0 0) au centre du puits sur l axe ; AUCUN Engine_C (elle derive avec le decor et n a pas de moteur). 6 pieces mobiles : Petal_01..05 (charniere tangentielle a 0.275 m de l axe HORS du puits ; angle positif = ouverture ; axe = UP x radial) et Ring (anneau brise flottant sous la corolle ; origine a 0 0 0 ; rotation pure sur l axe). Debattement mecanique REMESURE a chaque build sur le maillage livre par pas de 2.5 deg contre la coque l anneau et les deux voisins : dernier angle integralement degage 57.5 deg pour Petal_01/03/04 et 60.0 deg pour Petal_02/05 ; retenir 57.5 deg pour les cinq (pire cas sur toute rotation de Ring) ; premiere interpenetration a 60.0 / 62.5 deg ; marge coque minimale 4.4 a 5.4 mm ; les petales ne se touchent jamais (47.9 mm). SEUIL DE LECTURE mesure par lancer de rayons verticaux : le puits devient TRAVERSANT a l oeil a partir de 42.5 deg (valeur de jeu recommandee 45 deg). Build deterministe : deux executions successives donnent sha256 accb596fa048e49996b7fdb9d8636bffc1dd9bdc469008912971ea9cf2b35bd7. Rendu et regarde (tools/render-hull.py + planche de poses ouvertes + aplats de silhouette compares a choir_mine.glb). Creation originale ; aucun element de licence tierce. REGENEREE PAR BRIEF-0084 (correctif de ak.inset_panel dans le kit ; aucune retouche de forme). Le kit passe en 1.1.0 : inset_panel() met desormais a jour les normales (bm.normal_update()) avant bmesh.ops.inset_region, qui lisait des normales nulles sur un maillage frais et ne creusait donc RIEN — seul le materiau changeait. Les panneaux enfonces de cette coque existent en geometrie pour la premiere fois. Silhouette inchangee : bounding box et pivot identiques au 1/10 de mm, contrat de noms (nœuds, parents, positions monde) diff VIDE, aucune piece renommee ni reparentee. Trois executions byte-identiques. Rendu et regarde a l angle de la camera de jeu sur fond noir : docs/forge/output/BRIEF-0084-revue-avant-apres.png et BRIEF-0084-revue-zoom-avant-apres.png. Mesures et methode : docs/forge/output/BRIEF-0084-report.md."
brief_0043_planche_quatre_vues,docs/forge/output/BRIEF-0043-planche-quatre-vues.png,render,"asset-forge (Blender 4.5.11, tools/render-hull.py)",,asset-forge (Claude),proprietary-internal,2026-08-23,docs/forge/briefs/BRIEF-0043-null-maw-hull.md,,"Planche de recette au repos du Null Maw (ADR-0006 : un livrable de la forge n est pas valide tant qu il n a pas ete rendu et regarde). Quatre vues Cycles sur le fond spatial du jeu (070A12) : game (20 deg de la verticale, l angle reel de la camera), dessus, profil, trois-quarts. Deux iterations de coque sont sorties de cette planche : emissif ramene de 6.8 a 4.1 pct d aire (la levre magenta lisait comme un anneau de bonbon et volait la vedette au vide qu elle borde), et dessus des petales passe d anthracite nu a plaques violettes enfoncees (le premier jet lisait comme une lame de metal et non comme une carapace du Choeur Nul — compare au rendu du Needle Scout, ou le violet couvre l essentiel du dessus). Produite a partir du .glb du depot uniquement."
brief_0043_corolle_ouverte,docs/forge/output/BRIEF-0043-corolle-ouverte.png,render,"asset-forge (Blender 4.5.11, Cycles, pose script)",,asset-forge (Claude),proprietary-internal,2026-08-23,docs/forge/briefs/BRIEF-0043-null-maw-hull.md,,"Preuve visuelle exigee par BRIEF-0043 : une pose fixe ne prouve rien sur une piece mobile. Six panneaux, poses reproduisant exactement ce qu ecrira Godot (rotation de la piece autour de son propre pivot, axe tangentiel = UP x radial). 1/ repos vue de dessus, avec un plan temoin bleu place DERRIERE la coque : il reste masque, on ne voit pas au travers. 2/ ouvert 45 deg meme vue : le plan temoin apparait en plein centre, le percement est reel et traversant. 3/ ouvert 45 deg a l angle de la camera de jeu : le magenta borde le vide sans le remplir. 4/ repos a l angle de la camera de jeu (pose livree, celle que valide le contrat). 5/ et 6/ fond de course 57.5 deg en trois-quarts et en profil, anneau tourne de 80 deg : les bras plongent sous le collier en frolant l anneau (5.4 mm) sans aucun contact. Produite a partir du .glb du depot uniquement ; le script de pose n est pas versionne (recette de session)."
brief_0043_silhouette_comparee,docs/forge/output/BRIEF-0043-silhouette-comparee.png,render,"asset-forge (Blender 4.5.11, Cycles, silhouette orthographique)",,asset-forge (Claude),proprietary-internal,2026-08-23,docs/forge/briefs/BRIEF-0043-null-maw-hull.md,,"LE TEST QUI DECIDE pour une variante de famille (methode ADR-0014) : aplats noirs vus de dessus du Null Maw (repos et corolle a 45 deg) et de la Choir Mine, tires des .glb du depot, en projection ORTHOGRAPHIQUE a la MEME echelle metrique (320 px/m), puis reduits a 40 px et 20 px. Les aplats sont le canal alpha d un rendu film-transparent : un percement traversant y ressort blanc, sans interpretation. Verdict mesure : le Null Maw n a aucune matiere a moins de 124 mm de son axe (160 mm a 45 deg) et garde un trou blanc jusqu a 20 px, la mine est pleine jusqu a 2 mm du sien ; contour a cinq lobes inegaux (ecarts 56 a 110 deg) contre couronne reguliere et fine ; 1.456 m contre 1.150 m. Les deux unites se distinguent aux trois tailles. Reserve honnete : la Choir Mine livree n est pas le cercle lisse que decrivait le tableau du brief, sa couronne de modules lui donne un bord crenele regulier — la distinction tient sur regulier-et-fin contre inegal-et-long, et sur le trou central qui tranche seul."
brief_0042_planche_ecart_radial,docs/forge/output/BRIEF-0042-planche-ecart-radial.png,render,"asset-forge (Blender 4.5.11, Cycles, tools/render-hull.py + composition PIL)",,asset-forge (Claude),proprietary-internal,2026-08-23,docs/forge/briefs/BRIEF-0042-choir-mine-hull.md,,"Planche de MESURE du coulissement radial des plaques de la Choir Mine (aucun asset reforge : le .glb et build_choir_mine.py sont inchanges). 4 etats x 3 rangees, CADRAGE IDENTIQUE fige sur l etat ferme : fermee 0 deg / ouverte 45 deg ecart 0 / 45 deg + open_spread 0.33 (100 mm) / 45 deg + open_spread 0.50 (150 mm, plafond EnemyPose.MAX_SPREAD). Rangee 1 vue de dessus avec cercle de reference de l enveloppe fermee (diametre 1.150 m) ; rangee 2 vue de jeu a la GEOMETRIE PERSPECTIVE REELLE du jeu (camera de graybox.tscn : 14.9 unites, 20 deg de la verticale) et non au cadrage serre de render-hull.py qui surestimait d un facteur 7 la croissance portee par la hauteur ; rangee 3 reduction a 46 px, la taille reelle en jeu, agrandie x4 au plus proche. Sert a trancher : le pivot seul ne change pas l enveloppe (46 px inchanges, -0.2 % de pixels allumes) parce que le maitre-couple appartient a la couronne de modules (r 0.578 m) et non aux plaques (r 0.477 m a 45 deg) ; a open_spread 0.50 la silhouette passe de 46 a 50 px (+8.5 % de diametre vu de dessus, +12.2 % de diametre equivalent, +21.6 % de pixels allumes) et se lit. Chiffres et methode dans docs/forge/output/BRIEF-0042-debattement-radial.md. Creation originale ; aucun element de licence tierce."
